,cart_id,customer_id,product_id,product_amount,product_price
217,7,5,7,6,"$12,210.03"
218,3,2,4,16,$97.30
219,0,3,1,17,$938.98
220,7,8,2,11,$59.04
221,2,1,3,6,$14.03
222,2,1,0,4,"$2,199.36"
223,2,1,1,15,$818.21
224,7,10,6,20,$93.28
225,1,2,1,15,$42.20
226,5,10,1,12,"$2,791.70"
227,4,10,6,12,"$64,565.48"
228,4,5,2,2,"$46,292.22"
229,6,9,1,2,$58.63
230,6,2,3,12,$804.84
231,2,2,5,20,"$9,800.97"
232,1,5,10,10,$0.41
233,5,3,9,3,$833.61
234,1,4,4,19,$862.70
235,2,8,4,7,"$39,365.54"
236,4,4,7,4,$1.28
237,4,5,10,3,$4.34
238,8,1,4,15,"$58,832.58"
239,0,4,10,5,"$6,943.72"
240,2,10,8,15,$48.42
241,0,1,10,18,$3.05
242,1,10,9,18,$37.51
243,4,2,0,15,$2.22
244,7,10,8,14,$9.20
245,5,5,7,16,"$73,659.98"
246,0,9,0,16,"$5,818.72"
247,2,2,2,20,$18.88
248,8,0,2,20,$6.26
249,10,5,4,13,"$8,808.87"
250,10,0,7,8,"$74,220.34"
251,3,0,10,4,"$3,105.80"
252,0,10,0,14,$655.98
253,9,9,4,20,"$22,189.91"
254,10,10,5,1,$50.36
255,6,8,1,1,"$1,025.03"
256,6,9,8,9,$4.94
257,6,0,5,1,$55.66
258,1,8,3,11,"$79,251.03"
259,10,7,10,5,$688.99
260,0,3,5,3,"$8,342.93"
261,10,9,2,11,$25.24
262,6,5,4,7,"$65,810.01"
263,0,3,8,15,"$2,245.21"
264,9,7,3,12,$372.59
265,8,4,1,1,$8.62
266,2,1,2,18,$746.15
267,4,0,9,5,$230.59
268,0,0,10,11,$5.50
269,0,8,5,18,$3.91
270,7,5,2,3,$99.46
271,7,1,9,15,$1.29
272,1,9,2,3,"$4,546.74"
273,2,5,3,9,"$6,002.77"
274,3,9,9,12,$391.61
275,2,7,3,20,$597.50
276,5,5,1,6,$50.15
277,2,0,2,2,$70.57
278,4,8,1,5,$410.96
279,1,6,6,4,$768.07
280,1,5,6,8,"$21,420.36"
281,10,2,6,2,$42.87
282,3,10,8,13,"$1,493.15"
283,2,10,7,13,"$8,555.25"
284,7,1,5,16,$30.43
285,0,1,7,2,$180.83
286,5,6,4,20,"$8,338.81"
287,10,6,9,8,$63.04
288,5,10,4,13,$8.05
289,1,2,4,1,"$7,535.47"
290,9,4,2,18,"$2,826.56"
291,8,10,4,8,$6.43
292,4,7,8,11,$698.28
293,7,1,9,15,$2.04
294,1,0,5,18,$6.27
295,4,6,4,7,"$3,943.90"
296,4,7,10,9,$36.43
297,0,5,6,17,"$9,005.16"
298,3,10,5,1,$90.01
299,0,3,7,12,"$90,031.28"
300,4,3,0,12,$15.43
301,6,9,5,5,$720.71
302,4,5,10,10,$77.91
303,0,8,6,1,"$6,440.11"
304,4,8,10,13,$565.08
305,0,7,0,11,"$9,547.59"
306,2,2,5,18,$150.65
307,3,10,3,15,$7.90
308,4,0,2,18,$972.28
309,8,6,8,8,"$9,490.40"
310,0,3,6,11,$613.97
311,8,5,5,3,$934.88
312,0,7,6,18,$9.64
313,6,10,1,15,$34.57
314,7,6,6,3,$723.40
315,2,6,10,19,"$65,432.61"
316,0,1,9,4,$25.08
317,4,1,7,12,"$96,094.72"
318,9,8,4,12,"$6,504.71"
319,8,6,1,17,$5.53
320,10,10,7,6,$7.19
321,7,1,7,16,"$6,335.08"
322,1,1,4,19,$24.28
323,0,0,3,12,$555.70
324,5,10,8,18,$116.61
325,0,0,5,7,"$95,498.94"
326,10,5,10,7,"$90,270.47"
327,3,0,0,15,$9.58
328,4,8,3,11,"$7,183.91"
329,5,6,2,20,$866.06
330,0,1,0,12,$973.69
331,7,0,2,1,"$5,937.48"
332,6,2,10,13,"$5,479.49"
333,7,3,3,20,"$2,845.98"
334,1,8,6,5,"$5,908.93"
335,0,0,10,13,$0.60
336,7,9,6,17,"$36,189.42"
337,0,8,1,11,"$33,624.75"
338,9,2,4,3,"$52,949.92"
339,0,4,5,7,$336.60
340,1,9,0,2,"$3,807.54"
341,3,3,8,18,$83.50
342,9,2,8,7,"$23,252.11"
343,7,8,8,17,$4.87
344,10,7,8,12,"$7,417.94"
345,9,10,1,18,$239.57
346,2,7,7,9,"$25,341.43"
347,7,6,3,10,"$35,274.24"
348,8,0,4,7,$808.79
349,0,0,4,8,"$85,771.46"
350,10,10,7,13,"$85,898.42"
351,1,10,3,4,$85.28
352,1,9,8,10,$96.28
353,10,4,2,4,"$29,620.40"
354,6,9,1,5,"$39,316.49"
355,8,0,2,11,$255.40
356,2,6,5,1,"$6,126.42"
357,7,2,10,16,$6.95
358,4,8,3,3,"$5,020.33"
359,3,8,10,12,$31.21
360,7,7,7,6,$2.69
361,7,1,8,6,"$54,274.54"
362,7,5,9,13,$397.20
363,7,10,9,5,"$34,247.54"
364,3,1,3,14,$0.37
365,3,8,10,10,"$6,308.68"
366,6,0,2,20,"$8,341.72"
367,8,1,10,14,"$68,085.71"
368,6,10,7,8,"$80,369.02"
369,5,2,4,13,"$43,621.62"
370,1,10,0,12,"$3,954.61"
371,4,10,7,12,"$99,516.74"
372,10,10,7,4,"$20,111.62"
373,2,2,10,4,"$5,009.00"
374,5,10,8,8,$16.61
375,8,3,6,9,$627.55
376,2,0,10,6,"$9,014.12"
377,6,3,0,13,$58.70
378,9,10,7,7,"$72,157.80"
379,10,3,7,15,"$12,438.53"
380,7,2,7,12,$976.88
381,6,0,5,15,$23.92
382,5,2,8,5,$777.35
383,4,4,6,17,$362.47
384,3,1,9,6,$3.77
385,1,3,2,18,"$61,994.15"
386,7,6,9,19,"$86,167.17"
387,6,5,2,20,$9.73
388,4,4,8,1,"$61,331.66"
389,6,2,8,2,"$39,439.89"
390,2,10,10,14,$92.56
391,4,2,2,5,"$3,293.61"
392,7,1,10,8,$389.41
393,4,2,0,11,$957.83
394,7,7,8,20,"$85,935.70"
395,7,8,10,4,$83.46
396,6,3,0,20,"$7,710.99"
397,10,3,4,14,"$11,811.77"
398,8,8,5,14,$36.64
399,8,3,0,18,$818.93
400,7,9,6,20,$149.62
401,0,8,7,11,$510.35
402,4,6,2,3,$6.68
403,10,1,8,18,$37.32
404,1,2,9,19,"$2,585.41"
405,1,7,9,15,$91.72
406,7,2,4,4,"$5,360.10"
407,5,9,2,13,$9.32
408,1,7,8,11,"$2,641.93"
409,6,5,6,20,$5.49
410,8,5,7,15,$1.21
411,10,6,8,3,"$3,348.36"
412,8,8,5,15,$38.75
413,9,9,0,6,"$98,858.44"
414,0,3,2,9,"$81,167.09"
415,1,6,5,19,$362.41
416,2,3,4,19,$88.43
417,9,4,10,3,$17.62
418,1,6,3,17,"$2,399.62"
419,6,6,2,8,"$82,503.03"
420,10,3,10,18,$258.98
421,10,4,5,5,"$5,448.23"
422,9,9,10,2,$0.84
423,4,5,0,17,$381.36
424,9,8,8,6,$121.62
425,7,4,3,8,$55.37
426,2,4,3,17,$402.83
427,3,8,3,16,$850.72
428,8,10,0,20,$972.99
429,6,3,7,14,"$88,920.88"
430,9,0,1,20,"$32,672.61"
431,2,0,9,16,$9.60
432,6,7,8,3,$59.75
433,4,1,4,9,$5.17
434,2,1,4,9,$7.94
435,3,3,5,6,$175.82
436,3,0,7,19,$4.67
437,8,3,1,10,$33.60
438,6,8,2,15,$49.26
439,3,3,4,12,$3.85
440,6,6,5,18,"$8,958.72"
441,3,2,5,4,"$87,686.64"
442,1,2,10,20,$501.12
443,3,6,4,20,$52.87
444,10,5,10,20,"$87,673.98"
445,6,9,7,19,$32.64
446,4,8,1,1,$4.31
447,0,6,7,7,$222.35
448,7,9,4,11,"$51,426.71"
449,1,3,4,3,$523.64
450,6,7,5,16,"$93,992.19"
451,8,3,1,5,"$5,429.26"
452,1,10,6,1,"$11,073.61"
453,5,9,10,7,"$6,946.07"
454,9,0,2,8,$3.92
455,6,6,4,15,"$9,831.04"
456,5,3,0,13,"$64,721.31"
457,1,5,3,10,"$1,245.26"
458,10,10,5,1,$1.08
459,0,8,8,8,$92.61
460,0,8,5,18,$8.33
461,6,1,2,1,"$2,205.74"
462,1,9,1,15,"$4,353.40"
463,2,1,5,8,$42.68
464,6,3,7,7,$4.13
465,0,6,9,6,$5.62
466,2,5,7,4,$3.57
467,3,1,4,12,$9.96
468,2,9,1,11,"$76,424.61"
469,5,7,6,6,$636.75
470,6,6,1,20,$513.16
471,3,7,3,10,$45.40
472,3,7,7,18,$751.71
473,0,6,9,6,$239.24
474,3,4,2,16,"$17,652.46"
475,2,10,10,16,$904.51
476,2,0,2,20,$233.06
477,9,9,6,15,"$3,521.91"
478,2,2,4,13,"$2,584.16"
479,6,4,3,13,$4.62
480,1,2,1,8,"$64,760.31"
481,0,6,4,7,$24.69
482,2,0,9,10,"$37,933.26"
483,9,6,4,15,$415.78
484,4,4,8,3,$54.37
485,9,5,10,8,$5.88
486,6,2,10,5,$0.93
487,2,1,2,11,$590.83
488,7,5,1,7,"$5,762.58"
489,0,2,9,9,"$3,825.30"
490,10,5,3,7,"$5,750.43"
491,0,7,8,8,$0.32
492,3,4,7,1,"$7,710.24"
493,6,3,2,19,$421.95
494,3,8,1,16,"$1,650.48"
495,0,1,7,9,"$2,595.17"
496,2,5,4,14,"$98,347.75"
497,4,0,2,4,"$63,602.26"
498,5,2,1,10,"$47,479.44"
499,8,9,5,16,$5.63
500,6,7,10,4,"$7,693.35"
501,3,0,1,10,$87.71
502,7,2,10,19,"$4,883.04"
503,1,4,1,12,$2.35
504,7,3,3,9,"$3,687.72"
505,0,10,2,6,"$52,970.41"
506,7,9,9,15,$75.80
507,7,10,8,2,$5.47
508,5,8,7,9,$8.36
509,0,7,9,3,"$6,297.89"
510,4,5,4,16,$482.61
511,3,3,8,12,"$5,195.51"
512,10,5,6,5,"$41,983.02"
513,10,3,4,18,$142.08
514,8,7,2,16,$572.09
515,1,1,7,20,$56.50
516,1,7,5,15,$9.66
517,0,9,0,7,"$1,665.10"
518,9,1,9,10,"$39,612.31"
519,3,0,0,9,$4.49
520,2,7,4,1,$0.07
521,3,10,4,2,"$22,856.59"
522,9,7,7,9,"$57,690.75"
523,9,6,10,8,$783.59
524,5,6,5,18,$50.80
525,1,10,9,19,$6.66
526,7,10,10,13,$853.80
527,3,0,7,1,"$8,349.25"
528,1,4,9,4,$5.64
529,8,6,6,19,"$57,908.22"
530,7,0,8,10,"$9,207.84"
531,7,0,7,2,$6.90
532,5,7,0,1,$4.97
533,3,8,1,13,$9.73
534,2,1,10,4,$43.59
535,8,10,3,15,$46.13
536,4,3,4,15,$881.65
537,2,8,8,2,"$18,403.79"
538,3,0,2,5,$5.94
539,2,4,7,19,$7.87
540,10,10,10,16,"$45,868.83"
541,5,2,0,2,$904.43
542,8,10,0,8,"$38,407.77"
543,10,8,7,2,$727.87
544,9,6,4,17,$0.87
545,6,4,10,3,$66.84
546,3,4,3,19,"$2,736.36"
547,6,10,7,2,$2.17
548,8,7,2,1,$18.35
549,6,6,6,8,"$9,950.73"
550,9,5,5,7,$9.67
551,7,2,0,9,"$87,660.47"
552,7,6,9,1,"$30,677.85"
553,7,10,1,19,"$44,934.49"
554,1,5,6,15,$830.35
555,8,5,7,7,$40.34
556,10,0,2,19,$47.40
557,5,1,5,16,$6.45
558,6,9,10,17,$707.76
559,0,0,1,3,$952.45
560,3,2,3,8,$0.46
561,2,3,0,19,"$6,752.92"
562,9,8,6,5,$923.27
563,6,4,0,18,"$69,490.13"
564,2,5,4,2,"$4,006.35"
565,10,8,10,2,$45.26
566,9,6,7,5,"$20,162.62"
567,2,3,9,6,$10.08
568,0,5,2,6,$15.26
569,5,6,2,9,$830.30
570,2,8,0,11,"$88,671.32"
571,2,4,2,19,"$4,811.82"
572,6,4,3,17,$0.06
573,0,1,2,6,$3.13
574,5,9,7,20,$42.49
575,8,0,5,18,$5.46
576,0,3,2,20,$0.61
577,2,10,9,3,$36.01
578,4,2,3,16,$531.09
579,10,10,4,16,$981.10
580,1,0,1,8,$9.15
581,0,0,0,2,"$34,091.31"
582,1,6,9,11,$55.58
583,4,8,9,7,$23.68
584,9,5,1,13,$50.31
585,6,1,6,6,$195.12
586,2,4,1,16,$505.34
587,3,8,1,8,$184.74
588,10,3,7,20,$4.43
589,7,1,2,11,$3.04
590,9,5,4,1,$50.61
591,5,10,3,14,$29.74
592,10,9,0,15,"$73,473.24"
593,0,9,9,18,$2.55
594,6,7,7,20,$64.82
595,3,2,8,18,$2.98
596,2,3,8,7,$6.23
597,0,6,4,13,$5.75
598,2,0,7,2,$883.07
599,2,10,5,14,$5.26
600,1,5,10,13,"$8,916.32"
601,0,10,0,3,$4.57
602,6,2,1,9,"$58,245.41"
603,2,8,3,1,$126.93
604,10,1,1,9,"$6,668.11"
605,6,2,10,7,$4.13
606,10,2,1,6,$1.36
607,8,2,1,1,$295.27
608,2,1,7,4,"$40,400.44"
609,8,10,8,15,$18.89
610,9,8,4,7,$52.17
611,3,8,8,13,$489.60
612,2,1,10,2,"$36,980.99"
613,10,6,5,5,$550.93
614,0,8,2,1,$91.82
615,5,8,2,6,"$37,322.97"
616,0,8,0,9,"$5,036.18"
617,2,4,2,14,$65.13
618,0,9,8,16,$2.37
619,5,0,9,1,"$50,566.65"
620,4,4,1,12,$1.91
621,3,8,10,9,$99.73
622,5,9,0,10,$3.86
623,2,10,4,7,$82.72
624,3,0,2,4,"$9,148.29"
625,9,9,8,9,$33.39
626,5,1,0,9,$13.34
627,1,0,6,16,"$4,991.70"
628,10,2,4,17,$92.84
629,3,2,6,12,$8.78
630,0,1,0,1,"$5,699.12"
631,8,4,0,12,$680.18
632,1,2,6,18,"$58,679.69"
633,9,0,8,15,$2.36
634,5,1,9,4,"$8,439.60"
635,6,4,7,12,$606.78
636,1,4,6,3,"$2,905.13"
637,2,1,9,6,$1.02
638,9,8,1,20,$1.64
639,9,8,2,8,"$11,588.78"
640,2,1,8,14,$41.43
641,2,0,3,10,$1.46
642,6,0,5,17,$3.68
643,7,8,8,2,"$6,789.09"
644,9,6,10,18,"$8,320.52"
645,9,10,7,17,$10.37
646,9,1,0,1,"$29,776.99"
647,8,1,6,12,"$71,466.28"
648,2,2,7,8,"$89,248.36"
649,10,7,10,7,$7.35
650,9,6,9,14,$692.71
651,4,3,5,5,$68.86
652,1,2,0,14,$73.09
653,8,1,3,6,$5.54
654,0,7,10,19,"$75,593.26"
655,4,5,5,14,$9.69
656,8,7,4,5,$7.30
657,4,7,1,10,$76.70
658,6,7,10,15,$7.60
659,5,7,3,8,$298.33
660,7,2,10,16,$6.61
661,9,7,10,17,$65.56
662,6,6,4,11,$0.90
663,4,1,7,16,$1.03
664,0,4,8,15,"$9,101.98"
665,9,3,1,16,"$1,516.92"
666,7,8,4,14,"$55,651.75"
667,9,8,8,7,"$96,283.93"
668,0,3,5,20,$96.06
669,1,3,5,20,$3.30
670,1,8,1,14,$79.40
671,8,3,8,2,$456.56
672,9,9,2,15,$319.44
673,7,4,9,10,$962.81
674,1,5,1,1,$93.45
675,9,0,6,18,"$9,601.02"
676,5,8,9,8,"$10,587.21"
677,1,5,4,12,"$29,849.17"
678,7,5,4,7,"$1,949.90"
679,4,2,9,6,$762.35
680,4,2,6,1,"$73,398.92"
681,5,5,5,11,$861.75
682,7,7,9,12,$66.30
683,1,3,2,13,"$4,549.00"
684,8,0,5,1,"$8,761.15"
685,10,1,8,5,$4.94
686,10,10,10,7,"$24,971.81"
687,0,5,9,2,$46.76
688,3,2,0,5,$55.17
689,9,1,2,8,$4.94
690,3,1,7,10,"$8,722.71"
691,10,4,5,8,$7.19
692,3,7,0,2,$678.64
693,8,5,7,7,"$9,401.65"
694,2,8,9,17,$0.32
695,10,4,0,10,"$4,075.08"
696,2,4,4,5,"$14,535.61"
697,5,8,10,16,$16.94
698,1,7,5,15,$111.86
699,10,1,0,1,"$37,462.66"
700,2,3,2,1,"$6,949.27"
701,5,9,0,12,$9.33
702,3,7,6,12,$9.84
703,4,4,4,18,"$49,627.03"
704,0,8,4,7,"$29,041.01"
705,8,1,3,3,"$4,570.14"
706,6,1,7,17,"$66,041.50"
707,10,10,3,5,$374.15
708,8,10,1,3,$4.31
709,3,8,7,4,"$65,021.98"
710,2,6,8,12,$60.36
711,1,9,10,2,"$4,744.49"
712,1,3,0,8,$236.81
713,9,0,8,7,$2.01
714,7,1,0,11,$40.66
715,0,3,10,17,"$2,385.42"
716,2,5,9,19,"$5,103.50"
717,9,6,3,5,$221.45
718,1,9,5,8,$4.52
719,7,7,5,16,"$55,319.74"
720,7,0,1,15,$933.02
721,9,6,5,3,"$3,252.82"
722,7,6,9,9,$2.92
723,2,5,6,1,"$87,713.44"
724,5,3,3,6,$5.84
725,4,10,1,11,$476.90
726,3,2,9,7,"$5,987.89"
727,0,3,7,11,$91.82
728,4,1,8,5,"$97,858.52"
729,2,2,3,18,$88.52
730,7,5,6,4,$744.56
731,10,6,1,17,"$9,303.11"
732,10,2,0,2,$258.26
733,7,7,0,5,"$8,535.05"
734,6,5,1,17,$711.31
735,10,6,7,15,$3.17
736,2,1,8,13,"$71,804.57"
737,7,10,5,4,"$8,625.27"
738,9,1,0,3,"$6,789.96"
739,0,0,1,3,"$6,083.44"
740,1,3,0,18,"$2,531.76"
741,2,9,10,13,$2.95
742,7,0,2,19,$16.04
743,8,0,1,19,"$4,546.88"
744,8,10,4,5,"$67,167.03"
745,9,2,9,7,$275.88
746,3,4,8,1,$8.42
747,7,6,9,8,$745.96
748,1,8,9,18,$9.51
749,1,0,4,3,$19.21
750,3,0,10,8,$7.50
751,10,4,10,10,"$37,191.86"
752,2,9,0,18,$4.15
753,3,0,7,11,"$69,029.72"
754,0,2,2,15,"$57,988.85"
755,4,2,5,11,"$80,830.72"
756,4,3,10,14,$325.49
757,8,4,9,13,$5.78
758,3,7,5,14,"$8,625.65"
759,8,8,10,7,$32.99
760,8,3,10,6,$1.15
761,6,6,0,10,"$71,410.88"
762,4,7,9,7,"$8,120.88"
763,0,2,7,7,"$43,832.68"
764,3,4,8,9,$783.16
765,4,1,0,3,$893.01
766,0,3,8,12,"$54,861.08"
767,8,4,10,17,"$3,044.35"
768,3,6,10,19,"$6,056.55"
769,8,3,5,6,"$21,738.86"
770,0,10,7,9,$75.63
771,7,1,9,13,"$1,327.34"
772,5,1,6,6,$38.10
773,5,10,4,16,"$6,954.63"
774,6,1,3,9,$426.71
775,0,3,10,20,$8.25
776,8,8,5,6,"$52,086.07"
777,4,10,0,14,$79.86
778,0,5,5,10,$7.14
779,2,8,0,6,$7.19
780,8,10,7,19,$7.00
781,10,9,10,10,$65.11
782,6,3,9,9,"$96,471.85"
783,6,10,5,9,"$34,531.53"
784,5,2,4,3,$2.72
785,0,8,1,9,$3.89
786,9,0,3,12,$93.88
787,8,0,4,11,"$3,672.79"
788,4,9,4,14,"$5,983.82"
789,1,5,3,15,"$97,721.73"
790,6,3,8,20,$76.08
791,1,0,8,10,$28.94
792,6,3,9,2,"$75,072.08"
793,3,7,9,20,"$36,922.43"
794,9,2,8,20,$200.75
795,5,7,4,12,"$6,208.85"
796,1,8,8,17,$649.71
797,4,3,4,17,$57.68
798,5,4,9,15,$7.30
799,8,6,6,6,$52.67
800,2,3,9,9,"$6,694.15"
801,4,10,2,19,"$33,049.69"
802,8,7,6,5,"$95,355.95"
803,6,2,9,8,"$13,304.05"
804,6,4,2,7,$7.08
805,0,3,0,4,"$4,658.41"
806,7,3,7,14,$95.38
807,4,10,8,7,"$9,820.93"
808,5,0,6,1,$4.95
809,9,9,2,19,$4.79
810,8,4,10,17,"$8,769.26"
811,7,6,5,17,"$4,312.09"
812,8,1,1,7,$191.35
813,1,3,6,13,$7.44
814,6,7,6,20,$48.69
815,7,4,5,17,$821.59
816,4,2,4,16,"$2,460.41"
817,7,3,3,18,"$98,389.83"
818,8,7,6,9,$19.29
819,8,9,8,6,$581.78
820,2,3,3,10,"$72,856.91"
821,3,5,7,2,$7.09
822,0,7,8,14,$580.56
823,4,9,7,8,"$46,492.10"
824,4,2,3,14,$20.57
825,10,10,6,8,"$67,289.14"
826,4,5,4,13,$7.99
827,0,6,7,12,$27.21
828,4,5,5,4,$9.82
829,10,2,0,12,$7.70
830,2,0,9,4,"$74,500.06"
831,1,8,4,8,$536.76
832,1,4,8,2,"$7,370.45"
833,1,2,3,9,"$88,208.60"
834,5,3,2,20,$72.53
835,5,8,6,11,$542.13
836,9,0,9,18,$24.08
837,8,3,9,6,$60.49
838,1,9,1,18,$6.97
839,2,2,3,4,"$7,318.82"
